date,ts_ms,status,reason,equity,drawdown,risk_scale,gross,data_age_days,weights
2026-09-03,1788437966769,ok,,99978.1167,-0.0,1.0,1.45887,1.514,"{""DBC"": 0.093199, ""EEM"": 0.04074, ""EFA"": 0.07429, ""GLD"": 0.041988, ""HYG"": 0.210261, ""IEF"": 0.149542, ""IWM"": 0.05851, ""LQD"": 0.126519, ""QQQ"": 0.050464, ""SLV"": 0.015552, ""SPY"": 0.078648, ""TLT"": 0.108084, ""USO"": 0.085864, ""UUP"": 0.218407, ""VNQ"": 0.106807}"
